timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1741116221886,2350,Login,200,OK,Load Test 1-38,text,true,,1373,249,100,100,http://localhost:6400/api/auth,2349,0,0
1741116224235,1,Login-0,200,OK,Load Test 1-38,text,true,,682,0,100,100,null,0,0,0
1741116224066,187,Create group,200,OK,Load Test 1-46,text,true,,290,656,100,100,http://localhost:6400/api/group,187,0,0
1741116224071,193,Create group,200,OK,Load Test 1-72,text,true,,290,656,100,100,http://localhost:6400/api/group,193,0,0
1741116221890,2426,Login,200,OK,Load Test 1-48,text,true,,1374,249,100,100,http://localhost:6400/api/auth,2426,0,0
1741116224316,0,Login-0,200,OK,Load Test 1-48,text,true,,683,0,100,100,null,0,0,0
1741116221888,2431,Login,200,OK,Load Test 1-9,text,true,,1373,249,100,100,http://localhost:6400/api/auth,2431,0,0
1741116224319,0,Login-0,200,OK,Load Test 1-9,text,true,,682,0,100,100,null,0,0,0
1741116224167,158,Create group,200,OK,Load Test 1-35,text,true,,290,656,100,100,http://localhost:6400/api/group,158,0,0
1741116224158,169,Get group,200,OK,Load Test 1-41,text,true,,354,602,100,100,http://localhost:6400/api/group,169,0,0
